bigg_id	name	old_bigg_ids	inchikey
achom__L_e	Acetylhomoserine	achom_L[e]; achom__L	
pheacgly_c	Phenylacetylglycine	pheacgly; pheacgly[c]; pheacgly_c	UTYVDVLMYQPLQB-UHFFFAOYSA-N
pcs_c	P-Cresol Sulfate	pcs; pcs[c]	WGNAKZGUSRVWRH-UHFFFAOYSA-N
alaargcys_e	Alanyl-Arginyl-Cysteine	alaargcys; alaargcys[e]	WRDANSJTFOHBPI-FXQIFTODSA-N
alaasnleu_e	Alanyl-Asparaginyl-Leucine	alaasnleu; alaasnleu[e]	NXSFUECZFORGOG-CIUDSAMLSA-N
alaglylys_e	Alanyl-Glycyl-Lysine	alaglylys; alaglylys[e]	BLIMFWGRQKRCGT-YUMQZZPRSA-N
argarglys_e	Arginyl-Arginyl-Lysine	argarglys; argarglys[e]	HJVGMOYJDDXLMI-AVGNSLFASA-N
argargmet_e	Arginyl-Arginyl-Metheonine	argargmet; argargmet[e]	
argleuphe_e	Arginyl-Leucyl-Phenylalanine	argleuphe; argleuphe[e]	IIAXFBUTKIDDIP-ULQDDVLXSA-N
arglysasp_e	Arginyl-Lysyl-Aspartate	arglysasp; arglysasp[e]	
argtyrval_e	Argtyrval	argtyrval; argtyrval[e]	
asnmetpro_e	Asparaginyl-Methionyl-Proline	asnmetpro; asnmetpro[e]	WCRQQIPFSXFIRN-LPEHRKFASA-N
asnphecys_e	Asparaginyl-Phenylalanyl-Cysteine	asnphecys; asnphecys[e]	BSBNNPICFPXDNH-SRVKXCTJSA-N
aspalaarg_e	Asparaginyl-Alanyl-Arginine	aspalaarg; aspalaarg[e]	PFOYSEIHFVKHNF-FXQIFTODSA-N
aspglu_e	Aspartyl-Glutamate	aspglu; aspglu[e]	CKAJHWFHHFSCDT-UHFFFAOYSA-N
asphispro_e	Aspartyl-Histidyl-Proline	asphispro; asphispro[e]	UBPMOJLRVMGTOQ-GARJFASQSA-N
aspprolys_e	Aspartyl-Prolyl-Lysine	aspprolys; aspprolys[e]	UAXIKORUDGGIGA-DCAQKATOSA-N
cyssermet_e	Cystyl-Seryl-Methionine	cyssermet; cyssermet[e]	
glnlystrp_e	Glutaminyl-Lysyl-Tryptophan	glnlystrp; glnlystrp[e]	AMHIFFIUJOJEKJ-SZMVWBNQSA-N
gluthr_e	Glutamyl-Threonine	gluthr; gluthr[e]	JSIQVRIXMINMTA-VPLCAKHXSA-N
hisargcys_e	Histidyl-Arginyl-Cysteine	hisargcys; hisargcys[e]	JHVCZQFWRLHUQR-DCAQKATOSA-N
hiscyscys_e	Histidyl-Cystyl-Cysteine	hiscyscys; hiscyscys[e]	
hisglugln_e	Histidyl-Glutamyl-Glutamine	hisglugln; hisglugln[e]	BQFGKVYHKCNEMF-DCAQKATOSA-N
hislysval_e	Histidyl-Lysyl-Valine	hislysval; hislysval[e]	TVMNTHXFRSXZGR-IHRRRGAJSA-N
hismet_e	Histidyl-Methionine	hismet; hismet[e]	AYIZHKDZYOSOGY-IUCAKERBSA-N
ileargile_e	Isoleucyl-Arginyl-Isoleucine	ileargile; ileargile[e]	ATXGFMOBVKSOMK-PEDHHIEDSA-N
ileasnhis_e	Isoleucyl-Asparaginyl-Histidine	ileasnhis; ileasnhis[e]	IIXDMJNYALIKGP-DJFWLOJKSA-N
leupro_e	Leucyl-Proline	leupro; leupro[e]	VTJUNIYRYIAIHF-IUCAKERBSA-N
leusertrp_e	Leucyl-Seryl-Tryptophan	leusertrp; leusertrp[e]	HWMQRQIFVGEAPH-XIRDDKMYSA-N
leutrparg_e	Leucyl-Tryptophanyl-Arginine	leutrparg; leutrparg[e]	IDGRADDMTTWOQC-WDSOQIARSA-N
lysargleu_e	Lysyl-Arginyl-Leucine	lysargleu; lysargleu[e]	YNNPKXBBRZVIRX-IHRRRGAJSA-N
lysgluglu_e	Lysyl-Glutamyl-Glutamate	lysgluglu; lysgluglu[e]	
lyspheile_e	Lysyl-Phenylalanyl-Isoleucine	lyspheile; lyspheile[e]	LMGNWHDWJDIOPK-DKIMLUQUSA-N
lysvalphe_e	Lysyl-Valyl-Phenylalanine	lysvalphe; lysvalphe[e]	TXTZMVNJIRZABH-ULQDDVLXSA-N
metargleu_e	Methionyl-Arginyl-Leucine	metargleu; metargleu[e]	WDTLNWHPIPCMMP-AVGNSLFASA-N
metphearg_e	Methionyl-Phenylalanyl-Arginine	metphearg; metphearg[e]	LNXGEYIEEUZGGH-JYJNAYRXSA-N
pheasnmet_e	Phenylalanyl-Asparaginyl-Methionine	pheasnmet; pheasnmet[e]	LNIIRLODKOWQIY-IHRRRGAJSA-N
phetyr_e	Phenylalanyl-Tyrosine	phetyr; phetyr[e]	FSXRLASFHBWESK-HOTGVXAUSA-N
phetyrgln_e	Phenylalanyl-Tyrosinyl-Glutamine	phetyrgln; phetyrgln[e]	
proargasp_e	Prolyl-Arginyl-Aspartate	proargasp; proargasp[e]	
proargcys_e	Prolyl-Arginyl-Cysteine	proargcys; proargcys[e]	OLHDPZMYUSBGDE-GUBZILKMSA-N
proasncys_e	Prolyl-Asparaginyl-Cysteine	proasncys; proasncys[e]	WECYCNFPGZLOOU-FXQIFTODSA-N
procys_e	Prolyl-Cysteine	procys; procys[e]	HXNYBZQLBWIADP-WDSKDSINSA-N
prohistyr_e	Prolyl-Histidyl-Tyrosine	prohistyr; prohistyr[e]	XFFIGWGYMUFCCQ-ULQDDVLXSA-N
proleuarg_e	Prolyl-Leucyl-Arginine	proleuarg; proleuarg[e]	YXHYJEPDKSYPSQ-AVGNSLFASA-N
proproarg_e	Prolyl-Prolyl-Arginine	proproarg; proproarg[e]	JLMZKEQFMVORMA-SRVKXCTJSA-N
serargtrp_e	Seryl-Arginyl-Tryptophan	serargtrp; serargtrp[e]	HZWAHWQZPSXNCB-BPUTZDHNSA-N
thrargtyr_e	Threonyl-Arginyl-Tyrosine	thrargtyr; thrargtyr[e]	UNURFMVMXLENAZ-KJEVXHAQSA-N
thrilearg_e	Threonyl-Isoleucyl-Arginine	thrilearg; thrilearg[e]	WPAKPLPGQNUXGN-OSUNSFLBSA-N
thrmetarg_e	Threonyl-Methionyl-Arginine	thrmetarg; thrmetarg[e]	OHDXOXIZXSFCDN-RCWTZXSCSA-N
thrphearg_e	Threonyl-Phenylalanyl-Arginine	thrphearg; thrphearg[e]	WRQLCVIALDUQEQ-UNQGMJICSA-N
thrthrarg_e	Threonyl-Threonyl-Arginine	thrthrarg; thrthrarg[e]	QYDKSNXSBXZPFK-ZJDVBMNYSA-N
trpglyleu_e	Tryptophanyl-Glycyl-Leucine	trpglyleu; trpglyleu[e]	RPVDDQYNBOVWLR-HOCLYGCPSA-N
trphismet_e	Tryptophanyl-Histidyl-Methionine	trphismet; trphismet[e]	HJXWDGGIORSQQF-WDSOQIARSA-N
trpleuval_e	Tryptophanyl-Leucyl-Valine	trpleuval; trpleuval[e]	WMBFONUKQXGLMU-WDSOQIARSA-N
trpmetval_e	Tryptophanyl-Methionyl-Valine	trpmetval; trpmetval[e]	NFVQCNMGJILYMI-SZMVWBNQSA-N
trpthrglu_e	Tryptophanyl-Threonyl-Glutamate	trpthrglu; trpthrglu[e]	
trpvalasp_e	Tryptophanyl-Valyl-Aspartate	trpvalasp; trpvalasp[e]	
tyrargser_e	Tyrosyl-Arginyl-Serine	tyrargser; tyrargser[e]	IIJWXEUNETVJPV-IHRRRGAJSA-N
tyrphetyr_e	Tyrosyl-Phenylalanyl-Tyrosine	tyrphetyr; tyrphetyr[e]	PHKQVWWHRYUCJL-HJOGWXRNSA-N
tyrthr_e	Tyrosyl-Threonine	tyrthr; tyrthr[e]	MFEVVAXTBZELLL-UHFFFAOYSA-N
tyrtyr_e	Tyrosyl-Tyrosine	tyrtyr; tyrtyr[e]	JAQGKXUEKGKTKX-HOTGVXAUSA-N
valarggly_e	Valyl-Arginyl-Glycine	valarggly; valarggly[e]	COYSIHFOCOMGCF-WPRPVWTQSA-N
valleuphe_e	Valyl-Leucyl-Phenylalanine	valleuphe; valleuphe[e]	ZZGPVSZDZQRJQY-ULQDDVLXSA-N
valserarg_e	Valyl-Seryl-Arginine	valserarg; valserarg[e]	AJNUKMZFHXUBMK-GUBZILKMSA-N
alaarggly_c	Alanyl-Arginyl-Glycine	alaarggly; alaarggly[c]	JBGSZRYCXBPWGX-BQBZGAKWSA-N
alahisala_c	Alanyl-Histidyl-Alanine	alahisala; alahisala[c]	JDIQCVUDDFENPU-ZKWXMUAHSA-N
argalaphe_c	Arginyl-Alanine-Phenylalanine	argalaphe; argalaphe[c]	
argcysgly_c	Arginyl-Cystinyl-Glycine	argcysgly; argcysgly[c]	
argcysser_c	Arginyl-Cystinyl-Serine	argcysser; argcysser[c]	
argglygly_c	Arginyl-Glycyl-Glycine	argglygly; argglygly[c]	CYXCAHZVPFREJD-LURJTMIESA-N
arghisthr_c	Arginyl-Histidyl-Threonine	arghisthr; arghisthr[c]	CVKOQHYVDVYJSI-QTKMDUPCSA-N
argpromet_c	Arginyl-Prolyl-Methionine	argpromet; argpromet[c]	JJIBHAOBNIFUEL-SRVKXCTJSA-N
argvaltrp_c	Arginyl-Valyl-Tryptophan	argvaltrp; argvaltrp[c]	UTSMXMABBPFVJP-SZMVWBNQSA-N
asncyscys_c	Asparaginyl-Cysteinyl-Cysteine	asncyscys; asncyscys[c]	RFLVTVBAESPKKR-ZLUOBGJFSA-N
asntyrthr_c	Asparaginyl-Tyrosyl-Threonine	asntyrthr; asntyrthr[c]	XEGZSHSPQNDNRH-JRQIVUDYSA-N
aspglutrp_c	Aspartyl-Glutamyl-Tryptophan	aspglutrp; aspglutrp[c]	GISFCCXBVJKGEO-QEJZJMRPSA-N
aspmetasp_c	Aspartyl-Methionyl-Aspartate	aspmetasp; aspmetasp[c]	
cysaspphe_c	Cystyl-Aspartyl-Phenylalanine	cysaspphe; cysaspphe[c]	
glnhishis_c	Glutaminyl-Histidyl-Histidine	glnhishis; glnhishis[c]	GFLNKSQHOBOMNM-AVGNSLFASA-N
glnhislys_c	Glutaminyl-Histidyl-Lysine	glnhislys; glnhislys[c]	NNXIQPMZGZUFJJ-AVGNSLFASA-N
gluargleu_c	Glutaminyl-Arginyl-Leucine	gluargleu; gluargleu[c]	PRBLYKYHAJEABA-SRVKXCTJSA-N
gluasnleu_c	Glutaminyl-Asparaginyl-Leucine	gluasnleu; gluasnleu[c]	AAOBFSKXAVIORT-GUBZILKMSA-N
gluglu_c	Glutamyl-Glutamate	gluglu; gluglu[c]	KOSRFJWDECSPRO-WDSKDSINSA-N
glylysphe_c	Glycyl-Lysyl-Phenylalanine	glylysphe; glylysphe[c]	MHZXESQPPXOING-KBPBESRZSA-N
glytyrlys_c	Glycyl-Tyrosyl-Lysine	glytyrlys; glytyrlys[c]	PNUFMLXHOLFRLD-KBPBESRZSA-N
glyvalhis_c	Glycyl-Valyl-Histidine	glyvalhis; glyvalhis[c]	FULZDMOZUZKGQU-ONGXEEELSA-N
hisasp_c	Histidyl-Aspartate	hisasp; hisasp[c]	MDCTVRUPVLZSPG-BQBZGAKWSA-N
hisglylys_c	Histidyl-Lysyl-Lysine	hisglylys; hisglylys[c]	UMBKDWGQESDCTO-KKUMJFAQSA-N
ileglnglu_c	Isolecyl-Glutaminyl-Glutamate	ileglnglu; ileglnglu[c]	
iletrptyr_c	Isolecyl-Tryptophanyl-Tyrosine	iletrptyr; iletrptyr[c]	
leualaarg_c	Leucyl-Alanyl-Arginine	leualaarg; leualaarg[c]	LJHGALIOHLRRQN-DCAQKATOSA-N
leutrp_c	Leucyl-Tryptophan	leutrp; leutrp[c]	BQVUABVGYYSDCJ-UHFFFAOYSA-N
metasntyr_c	Methionyl-Asparaginyl-Tyrosine	metasntyr; metasntyr[c]	HKRYNJSKVLZIFP-IHRRRGAJSA-N
metmetile_c	Methionyl-Methionyl-Isoleucine	metmetile; metmetile[c]	LLKWSEXLNFBKIF-CYDGBPFRSA-N
pheleu_c	Phenylalanyl-Leucine	pheleu; pheleu[c]	RFCVXVPWSPOMFJ-STQMWFEESA-N
pheleuasp_c	Phenylalanyl-Leucyl-Aspartate	pheleuasp; pheleuasp[c]	
phephe_c	Phenylalanyl-Phenylalanine	phephe; phephe[c]	GKZIWHRNKRBEOH-HOTGVXAUSA-N
phethrlys_c	Phenylalanyl-Threonyl-Lysine	phethrlys; phethrlys[c]	PTDAGKJHZBGDKD-OEAJRASXSA-N
phetrpleu_c	Phenylalanyl-Tryptophanyl-Leucine	phetrpleu; phetrpleu[c]	AOKZOUGUMLBPSS-PMVMPFDFSA-N
phetyrlys_c	Phenylalanyl-Tyrosinyl-Lysine	phetyrlys; phetyrlys[c]	
prophe_c	Prolyl-Phenylalanine	prophe; prophe[c]	IWIANZLCJVYEFX-RYUDHWBXSA-N
propropro_c	Prolyl-Prolyl-Proline	propropro; propropro[c]	SBVPYBFMIGDIDX-SRVKXCTJSA-N
serargala_c	Seryl-Arginyl-Alanine	serargala; serargala[c]	GXXTUIUYTWGPMV-FXQIFTODSA-N
thrasntyr_c	Threonyl-Asparaginyl-Tyrosine	thrasntyr; thrasntyr[c]	JVTHIXKSVYEWNI-JRQIVUDYSA-N
trpalapro_c	Tryptophanyl-Alanyl-Proline	trpalapro; trpalapro[c]	VZBWRZGNEPBRDE-HZUKXOBISA-N
trpglngln_c	Tryptophanyl-Glutaminyl-Glutamine	trpglngln; trpglngln[c]	DQDXHYIEITXNJY-BPUTZDHNSA-N
trpglugly_c	Tryptophanyl-Glutamyl-Glycine	trpglugly; trpglugly[c]	VMBBTANKMSRJSS-JSGCOSHPSA-N
trpglutyr_c	Tryptophanyl-Glutamyl-Tyrosine	trpglutyr; trpglutyr[c]	HXNVJPQADLRHGR-JBACZVJFSA-N
trpilelys_c	Tryptophanyl-Isoleucyl-Lysine	trpilelys; trpilelys[c]	ILDJYIDXESUBOE-HSCHXYMDSA-N
trplys_c	Tryptophanyl-Lysine	trplys; trplys[c]	DZHDVYLBNKMLMB-ZFWWWQNUSA-N
trptyrtyr_c	Tryptophanyl-Tyrosyl-Tyrosine	trptyrtyr; trptyrtyr[c]	GDPDVIBHJDFRFD-RNXOBYDBSA-N
tyrala_c	Tyrosyl-Alanine	tyrala; tyrala[c]	NLKUJNGEGZDXGO-XVKPBYJWSA-N
tyralaphe_c	Tyrosyl-Alaninyl-Phenylalanine	tyralaphe; tyralaphe[c]	
tyrcysgly_c	Tyrosyl-Cysteinyl-Glycine	tyrcysgly; tyrcysgly[c]	FQNUWOHNGJWNLM-QWRGUYRKSA-N
tyrcysthr_c	Tyrosyl-Cysteinyl-Threonine	tyrcysthr; tyrcysthr[c]	UMXSDHPSMROQRB-YJRXYDGGSA-N
tyrleuarg_c	Tyrosyl-Leucyl-Arginine	tyrleuarg; tyrleuarg[c]	QSFJHIRIHOJRKS-ULQDDVLXSA-N
tyrtrpphe_c	Tyrosyl-Tryptophanyl-Phenylalanine	tyrtrpphe; tyrtrpphe[c]	ABZWHLRQBSBPTO-RNXOBYDBSA-N
tyrvalmet_c	Tyrosyl-Valyl-Methionine	tyrvalmet; tyrvalmet[c]	SMUWZUSWMWVOSL-JYJNAYRXSA-N
valval_c	Valyl-Valine	valval; valval[c]	KRNYOVHEKOBTEF-YUMQZZPRSA-N
trpglyasp_c	Tryptophanyl-Glycyl-Aspartate	trpglyasp; trpglyasp[c]	
xolest182_hs_c	1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)	xolest182_hs; xolest182_hs[c]	
gncore2_e	GlcNAc-alpha-1,4-Core 2	gncore2; gncore2[e]	
Lhcystin_e	L-Homocystine	Lhcystin; Lhcystin[e]	ZTVZLYBCZNMWCF-WDSKDSINSA-N
pgp_hs_m	Phosphatidyl glycerol phosphate (homo sapiens)	pgp_hs; pgp_hs[m]	
mqn9_e	Menaquinone-9	mqn9; mqn9[e]	WCRXHNIUHQUASO-UVZVDVBNSA-N
dhcholestanate_e	3alpha,7alpha-Dihydroxy-5beta-cholestanate	dhcholestanate; dhcholestanate[e]	ITZYGDKGRKKBSN-HKFUITGCSA-N
glutar_e	Glutarate	glutar; glutar[e]; glutar_e	JFCQEDHGNNZCLN-UHFFFAOYSA-N
phpyr_e	Phenylpyruvate	phpyr; phpyr[e]; phpyr_e	BTNMPGBKDVTSJY-UHFFFAOYSA-N
2hyoxplac_e	2-Hydroxyphenylacetate	2hyoxplac; 2hyoxplac[e]	CCVYRRGZDBSHFU-UHFFFAOYSA-N
CE4970_e	2-methylbutyrylglycine	CE4970; CE4970[e]	HOACIBQKYRHBOW-UHFFFAOYSA-N
CE2026_c	3-methylcrotonoylglycine	CE2026; CE2026[c]	
CE4968_c	Isovalerylglycine	CE4968; CE4968[c]	ZRQXMKMBBMNNQC-UHFFFAOYSA-N
actyr_e	N-Acetyl-Tyrosine	actyr; actyr[e]	CAHKINHBCWCHCF-JTQLQIEISA-N
nacvanala_e	N-Acetylvanilalanine	nacvanala; nacvanala[e]	UKDKTHYZLXZOSS-UHFFFAOYSA-N
2hiv_e	2-Hydroxy-Isovalerate	2hiv; 2hiv[e]	
2m3hbu_e	2-Methyl-3-Hydroxy-Butyrate	2m3hbu; 2m3hbu[e]	
3mglutac_e	3-Methyl-Glutaconate	3mglutac; 3mglutac[e]	
3mglutr_e	3-Methyl-Glutarate	3mglutr; 3mglutr[e]	XJMMNTGIMDZPMU-UHFFFAOYSA-N
ppiogly_c	Propionyl-Glycine	ppiogly; ppiogly[c]	
mvlac_c	Mevalonate-Lactone	mvlac; mvlac[c]	
tiggly_c	Tiglyl Glycine	tiggly; tiggly[c]	WRUSVQOKJIDBLP-HWKANZROSA-N
td2glutrcoa_m	Trans-Delta-2-Glutaryl Coenzyme A	td2glutrcoa; td2glutrcoa[m]	
3hglutcoa_m	3-Hydroxy-Glutaryl Coenzyme A	3hglutcoa; 3hglutcoa[m]	
3ohglutac_e	3-Hydroxy-Glutarate	3ohglutac; 3ohglutac[e]	ZQHYXNSQOIDNTL-UHFFFAOYSA-N
glutcon_c	Glutaconate	glutcon; glutcon[c]	XVOUMQNXTGKGMA-OWOJBTEDSA-N
3hivac_m	3-Hydroxyisovaleric Acid	3hivac; 3hivac[m]	AXFYFNCPONWUHW-UHFFFAOYSA-N
3ohsebac_e	3-Hydroxy-Sebacic Acid	3ohsebac; 3ohsebac[e]	OQYZCCKCJQWHIE-UHFFFAOYSA-N
3ohsubcoa_x	3-Hydoxy-Suberyl Coenzyme A	3ohsubcoa; 3ohsubcoa[x]	
3ohsubac_x	3-Hydoxy-Suberic Acid	3ohsubac; 3ohsubac[x]	
3ohsubac_c	3-Hydoxy-Suberic Acid	3ohsubac; 3ohsubac[c]	
hexgly_c	Hexanoyl-Glycine	hexgly; hexgly[c]	
methsuccoa_c	Methyl-Succinyl Coenzyme A	methsuccoa; methsuccoa[c]	
thexdd_c	7Z,10Z-Hexadecadienoic Acid	thexdd; thexdd[c]	WPJGPAAPSBVXNU-HZJYTTRNSA-N
hexdtr_c	(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid	hexdtr; hexdtr[c]	KBGYPXOSNDMZRV-PDBXOOCHSA-N
5eipenc_e	5,8,11,14,17-Eicosapentenoic Acid	5eipenc; 5eipenc[e]	JAZBEHYOTPTENJ-UHFFFAOYSA-N
eandrstrn_e	16alpha-hydroxydehydroepiandrosterone	eandrstrn; eandrstrn[e]	QQIVKFZWLZJXJT-DNKQKWOHSA-N
ahandrostan_c	3alpha-Hydroxy-5beta-androstan-17-one	ahandrostan; ahandrostan[c]	QGXBDMJGAMFCBF-BNSUEQOYSA-N
C05302_e	2-Methoxyestradiol-17beta	C05302; C05302[e]	CQOQDQWUFQDJMK-SSTWWWIQSA-N
11docrtsl_e	11docrtsl c	11docrtsl; 11docrtsl[e]	
17ahprgstrn_e	17alpha-Hydroxyprogesterone	17ahprgstrn; 17ahprgstrn[e]	DBPWSSGDRRHUNT-CEGNMAFCSA-N
C05769_e	Coproporphyrin I	C05769; C05769[e]	VCCUOZSDXVZCSK-UHFFFAOYSA-N
mhista_e	N-Methylhistamine	mhista; mhista[e]	
CE2006_e	4-hydroxy-2-nonenal	CE2006; CE2006[e]	JVJFIQYAHPMBBX-FNORWQNLSA-N
CE7090_e	18R-HEPE	CE7090; CE7090[e]	LRWYBGFSVUBWMO-UAAZXLHOSA-N
CE7085_e	5-HEPE; 5-hydroxyeicosapentaenoate	CE7085; CE7085[e]	
CE2705_e	7,8-Dihydrobiopterin	CE2705; CE2705[e]	FEMXZDUTFRTWPE-DZSWIPIPSA-N
hdd2crn_e	Trans-Hexadec-2-enoyl carnitine	hdd2crn; hdd2crn[e]	SOYNLLDADLOGAM-ISLYRVAYSA-N
34dhoxmand_e	3,4-Dihydroxymandelate	34dhoxmand; 34dhoxmand[e]	RGHMISIYKIHAJW-UHFFFAOYSA-N
CE4969_e	Isobutyrylglycine	CE4969; CE4969[e]	DCICDMMXFIELDF-UHFFFAOYSA-N
egme_e	Ecgonine methyl ester	egme; egme[e]	QIQNNBXHAYSQRY-UYXSQOIJSA-N
C05298_e	2-Hydroxyestrone	C05298; C05298[e]	SWINWPBPEKHUOD-JPVZDGGYSA-N
HC02020_e	Cholesterol-ester-palm	HC02020; HC02020[e]	
xol24oh_c	24-Hydroxycholesterol	xol24oh; xol24oh[c]	IOWMKBFJCNLRTC-GHMQSXNDSA-N
xol25oh_c	25-Hydroxycholesterol	xol25oh; xol25oh[c]	INBGSXNNRGWLJU-ZHHJOTBYSA-N
13_cis_retn_e	13-cis-retinoate	13_cis_retn; 13_cis_retn[e]	SHGAZHPCJJPHSC-XFYACQKRSA-M
HC00007_e	ApoC2	HC00007; HC00007[e]	
hdl_hs_e	High Density Lipoprotein	hdl_hs; hdl_hs[e]	
CE1401_e	Homocysteine thiolactone	CE1401; CE1401[e]	KIWQWJKWBHZMDT-VKHMYHEASA-N
glucys_e	Gamma-L-Glutamyl-L-cysteine	glucys; glucys[e]	RITKHVBHSGLULN-WHFBIAKZSA-N
xylu__D_e	D-Xylulose	xylu_D[e]; xylu__D	ZAQJHHRNXZUBTE-WUJLRWPWSA-N
aact_e	Aminoacetone	aact; aact[e]	BCDGQXUMWHRQCB-UHFFFAOYSA-N
sphgn_e	Sphinganine C18H40NO2	sphgn; sphgn[e]	
prist_e	Pristanic acid	prist; prist[e]	PAHGJZDQXIOYTH-UHFFFAOYSA-N
5a2opntn_c	5-Amino-2-oxopentanoate	5a2opntn; 5a2opntn[c]; 5a2opntn_c	BWHGMFYTDQEALD-UHFFFAOYSA-M
arg__D_c	D-Arginine	arg_D[c]; arg__D; arg__D_c	ODKSFYDXXFIFQN-SCSAIBSYSA-N
34dhpe_c	3,4-Dihydroxyphenylethanol	34dhpe; 34dhpe[c]	JUUBCHWRXWPFFH-UHFFFAOYSA-N
dopa3glcur_e	Dopamine-3-O-Glucuronide	dopa3glcur; dopa3glcur[e]	
5cysdopa_c	5-S-Cysteinyldopamine	5cysdopa; 5cysdopa[c]	BZYHBWCVRKSWDB-ZETCQYMHSA-N
ind56qn_c	Indole-5,6-Quinone	ind56qn; ind56qn[c]	IGGVVGHJSQSLFO-UHFFFAOYSA-N
4glu56dihdind_e	4-S-Glutathionyl-5,6-Dihydroxyindoline	4glu56dihdind; 4glu56dihdind[e]	
dhcrm_hs_r	Dihydroceramide (homo sapiens)	dhcrm_hs; dhcrm_hs[r]	
gluside_hs_e	Glucocerebroside (homo sapiens)	gluside_hs; gluside_hs[e]	
ga2_hs_l	GA2 (homo sapiens)	ga2_hs; ga2_hs[l]	
ga1_hs_l	GA1 (homo sapiens)	ga1_hs; ga1_hs[l]	
gm2_hs_c	Ganglioside GM2 (homo sapiens)	gm2_hs; gm2_hs[c]	
gd1b_hs_e	GD1b (homo sapiens)	gd1b_hs; gd1b_hs[e]	
gt1b_hs_e	GT1b (homo sapiens)	gt1b_hs; gt1b_hs[e]	
gd2_hs_e	GD2 (homo sapiens)	gd2_hs; gd2_hs[e]	
gm1_hs_n	Ganglioside GM1 (homo sapiens)	gm1_hs; gm1_hs[n]	
pchol_hs_n	Phosphatidylcholine (homo sapiens)	pchol_hs; pchol_hs[n]	
cmpacna_e	CMP-N-acetylneuraminate	cmpacna; cmpacna[e]	TXCIAUNLDRJGJZ-BILDWYJOSA-N
M01820_e	Fatty-Acid-VLDL-Pool	M01820; M01820[e]	
M00510_e	1-Acylglycerol-VLDL-Pool	M00510; M00510[e]	
M00019_e	13Z-Octadecenoic Acid	M00019; M00019[e]	BDLLSHRIFPDGQB-WAYWQWQTSA-N
M00260_e	10Z,13Z,16Z,19Z-Docosatetraenoic Acid	M00260; M00260[e]	IGFLWIHPPADNDL-LTKCOYKYSA-N
M00315_e	12Z,15Z,18Z,21Z-Tetracosatetraenoic Acid	M00315; M00315[e]	IWSADGAQVYYXMM-LTKCOYKYSA-N
M00341_e	13Z,16Z,19Z-Docosatrienoic Acid	M00341; M00341[e]	WBBQTNCISCKUMU-PDBXOOCHSA-N
M02613_e	Nonadecanoic Acid	M02613; M02613[e]	ISYWECDDZWTKFF-UHFFFAOYSA-N
M02560_e	Nefa-Blood-Pool-In	M02560; M02560[e]	
C01601_e	Nonanoate	C01601; C01601[e]	FBUKVWPVBMHYJY-UHFFFAOYSA-M
M03117_e	Undecylic Acid	M03117; M03117[e]	ZDPHROOEEOARMN-UHFFFAOYSA-N
xolest2_hs_l	Cholesterol ester (from FULLR2)	xolest2_hs; xolest2_hs[l]	
M02108_c	Heptylic Acid	M02108; M02108[c]	MNWFXJYAOYHMED-UHFFFAOYSA-N
M02616_c	Nonanoyl Coenzyme A	M02616; M02616[c]	
M03116_m	Undecanoyl Coenzyme A	M03116; M03116[m]	IZWCGXGZGYKDHR-GRBGHKMPSA-N
M03050_c	Tridecanoyl Coenzyme A	M03050; M03050[c]	TZKUYUHMJHEXOQ-QYIUPXBKSA-N
M00129_c	9E-Tetradecenoyl Coenzyme A	M00129; M00129[c]	
M01197_c	7Z-Hexadecenoic Acid	M01197; M01197[c]	PJHOFUXBXJNUAC-KTKRTIGZSA-N
M01191_c	7Z-Hexadecenoyl Coenzyme A	M01191; M01191[c]	
M00020_c	13Z-Octadecenoyl Coenzyme A	M00020; M00020[c]	
M01236_c	9Z-Eicosenoyl Coenzyme A	M01236; M01236[c]	
M02457_c	5Z,8Z,11Z-Eicosatrienoic Acid	M02457; M02457[c]	UNSRRHDPHVZAHH-YOILPLPUSA-N
M03045_c	Tricosanoic Acid	M03045; M03045[c]	XEZVDURJDFGERA-UHFFFAOYSA-N
M00010_c	11Z,14Z,17Z-Eicosatrienoic Acid	M00010; M00010[c]	AHANXAKGNAKFSK-PDBXOOCHSA-N
M00012_c	11Z,14Z,17Z-Eicosatrienoyl Coenzyme A	M00012; M00012[c]	
M00008_c	11Z,14Z-Eicosadienoic Acid	M00008; M00008[c]	XSXIVVZCUAHUJO-HZJYTTRNSA-N
M00021_c	13Z,16Z-Docosadienoic Acid	M00021; M00021[c]	HVGRZDASOHMCSK-HZJYTTRNSA-N
clpn_hs_m	Cardiolipin (homo sapiens)	clpn_hs; clpn_hs[m]	
HC02057_c	1,2-Diacylglycerol-Ld-Pe-Pool	HC02057; HC02057[c]	WXZMFSXDPGVJKK-UHFFFAOYSA-N
M02686_c	Pe-Nme-Ld-Pool	M02686; M02686[c]	
HC02070_c	Fatty-Acid-Ld-Sm-Pool	HC02070; HC02070[c]	
M02197_c	N-Acetyl-D-galactosaminyl-N-Acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide	M02197; M02197[c]	
12HPET_r	12-Hydroperoxyeicosa-5,8,10,14-tetraenoate	12HPET; 12HPET[r]	
M01111_e	5-L-Gamma-Glutamyl Amino Acid	M01111; M01111[e]	
